Date,precipitation_mm,temp_max,temp_min,humidity,wind_speed,solar_radiation,pressure
2006-05-28,0.0,32.92,25.44,69.62,4.37,4.96,100.73
2006-05-29,0.0,31.65,25.64,77.31,2.8,6.63,100.77
2006-05-30,1.07,30.5,25.9,74.1,3.1,5.75,101.06
2006-05-31,0.0,36.61,25.28,68.25,3.19,5.91,101.82
2006-06-01,1.1,28.96,25.17,91.29,3.16,4.76,101.0
2006-06-02,4.71,31.2,23.97,84.73,3.33,1.93,100.51
2006-06-03,6.25,28.86,22.18,92.5,4.1,2.61,100.48
2006-06-04,0.0,29.3,23.6,75.4,3.51,2.04,100.13
2006-06-05,4.5,28.5,24.05,82.64,3.51,3.17,100.25
2006-06-06,0.0,28.76,23.43,88.95,4.11,2.24,100.43
2006-06-07,91.66,29.62,21.64,88.82,6.27,1.47,100.18
2006-06-08,8.53,27.38,23.65,86.99,3.41,1.0,100.69
2006-06-09,65.03,23.85,21.78,86.77,3.61,2.13,100.46
2006-06-10,6.3,28.63,22.59,88.67,4.05,1.56,100.42
2006-06-11,5.06,28.99,23.3,95.32,4.29,2.37,100.31
2006-06-12,37.16,32.11,19.89,91.99,5.68,1.0,100.55
2006-06-13,8.02,30.27,23.95,95.11,1.71,2.33,100.21
2006-06-14,23.73,28.01,22.85,95.47,4.54,2.16,100.56
2006-06-15,0.0,30.15,23.69,83.99,3.72,3.69,100.54
2006-06-16,8.47,28.71,25.05,94.32,3.18,2.72,100.83
2006-06-17,171.8,29.26,21.73,98.0,6.76,2.19,99.98
2006-06-18,0.0,30.43,22.47,96.48,1.86,4.66,100.49
2006-06-19,0.0,31.0,23.91,89.8,4.07,3.86,100.23
2006-06-20,0.0,29.11,22.2,87.97,4.17,4.3,100.64
2006-06-21,9.36,29.42,25.25,89.31,4.65,3.29,100.37
2006-06-22,15.81,29.71,25.86,87.81,3.53,1.0,100.35
2006-06-23,113.16,26.32,21.08,98.0,6.51,3.11,100.84
2006-06-24,9.29,30.1,25.22,90.7,2.39,1.21,101.12
2006-06-25,7.95,26.92,22.93,91.08,3.71,2.69,100.62
2006-06-26,4.18,29.23,25.18,90.14,3.6,2.67,100.38
2006-06-27,164.59,25.82,22.57,95.61,4.72,1.42,100.78
2006-06-28,7.26,28.66,22.06,96.75,3.5,2.33,100.12
2006-06-29,14.22,30.88,23.25,87.83,3.8,1.54,100.32
2006-06-30,4.3,28.28,24.36,98.0,3.54,1.85,100.56
2006-07-01,0.0,30.91,24.25,98.0,2.93,3.7,100.96
2006-07-02,119.0,30.69,26.19,96.52,4.71,1.0,101.17
2006-07-03,33.68,26.93,22.9,88.5,4.51,1.0,100.81
2006-07-04,13.27,29.83,23.36,93.97,3.55,2.5,100.59
2006-07-05,176.87,27.08,22.34,94.15,5.42,1.8,100.86
2006-07-06,32.18,30.87,21.46,98.0,4.63,1.57,100.43
2006-07-07,23.23,29.89,23.84,96.26,5.56,1.18,100.36
2006-07-08,128.8,27.08,20.61,91.45,5.68,2.72,100.83
2006-07-09,10.11,28.11,23.41,98.0,3.23,2.17,100.3
2006-07-10,45.69,27.23,21.6,94.06,4.54,2.24,100.89
2006-07-11,29.81,27.66,25.33,98.0,4.32,2.47,100.65
2006-07-12,26.8,29.15,21.72,94.42,5.25,3.1,100.3
2006-07-13,6.96,26.62,24.62,93.03,2.72,4.1,100.9
2006-07-14,16.12,30.16,25.61,85.4,3.21,1.52,100.6
2006-07-15,6.45,27.74,23.2,98.0,5.53,2.89,100.43
2006-07-16,24.13,27.67,24.93,85.87,4.62,1.5,100.62
2006-07-17,0.0,29.56,21.68,90.88,4.15,4.57,101.05
2006-07-18,0.0,30.12,25.19,88.09,2.34,4.27,100.72
2006-07-19,2.95,29.55,24.03,83.39,2.85,1.44,101.17
2006-07-20,21.83,29.23,24.16,98.0,4.52,1.18,100.26
2006-07-21,250.0,24.86,22.86,87.3,6.37,1.0,100.63
2006-07-22,45.19,26.52,21.6,98.0,5.08,2.19,100.64
2006-07-23,36.12,27.43,22.96,92.67,3.39,2.58,99.83
2006-07-24,16.63,30.14,23.88,94.63,3.22,1.13,100.03
2006-07-25,0.0,28.82,23.01,95.95,3.37,3.78,100.66
2006-07-26,0.0,29.25,24.32,92.95,4.22,4.31,99.88
2006-07-27,9.5,28.37,24.57,93.53,3.39,2.32,100.38
2006-07-28,14.96,31.41,26.25,98.0,2.71,1.11,100.81
2006-07-29,8.15,28.87,23.34,86.97,4.08,1.82,100.52
2006-07-30,186.92,26.15,22.74,80.36,4.33,1.26,100.64
2006-07-31,77.45,25.46,22.76,95.22,5.27,1.65,100.52
2006-08-01,154.46,25.26,19.5,97.8,4.7,1.5,100.78
2006-08-02,46.58,29.73,22.36,90.57,5.62,1.0,100.53
2006-08-03,0.0,29.87,22.78,95.94,4.22,3.14,100.47
2006-08-04,52.64,27.25,23.77,94.22,7.52,1.0,100.17
2006-08-05,0.0,25.8,21.22,86.0,5.2,3.52,100.15
2006-08-06,0.0,30.73,25.49,84.81,3.86,3.63,100.67
2006-08-07,0.0,30.76,24.36,79.89,2.35,2.95,100.58
2006-08-08,7.8,29.93,23.89,97.73,4.03,2.13,100.39
2006-08-09,3.79,27.08,24.97,91.29,4.46,2.05,100.37
2006-08-10,4.0,29.22,22.72,86.37,4.74,2.72,100.87
2006-08-11,25.35,31.89,24.69,98.0,5.74,1.0,100.58
2006-08-12,66.94,30.04,22.91,98.0,5.78,2.09,100.6
2006-08-13,6.52,30.67,22.18,88.76,3.73,2.96,100.57
2006-08-14,0.0,28.71,24.84,88.69,3.65,3.37,100.28
2006-08-15,10.74,31.55,23.89,93.35,3.41,2.05,100.74
2006-08-16,0.0,30.3,22.22,82.14,2.51,3.3,101.13
2006-08-17,16.97,29.74,24.21,91.54,3.68,1.0,100.23
2006-08-18,57.72,25.96,23.09,97.8,4.72,2.35,101.13
2006-08-19,33.13,25.7,22.78,87.63,4.06,1.58,100.65
2006-08-20,0.0,27.72,24.07,92.73,1.64,4.76,100.71
2006-08-21,0.0,30.93,22.27,91.94,4.22,2.98,100.73
2006-08-22,76.92,27.77,21.79,89.04,5.31,1.95,100.54
2006-08-23,2.58,32.1,23.64,86.6,3.05,2.4,100.73
2006-08-24,0.0,26.76,23.78,85.48,3.84,4.14,100.29
2006-08-25,35.79,26.36,22.17,89.83,5.63,2.27,100.38
2006-08-26,9.87,28.4,23.31,96.93,4.05,1.83,100.55
2006-08-27,0.0,30.47,22.37,88.71,4.47,3.3,99.89
2006-08-28,41.17,26.88,23.45,85.6,5.59,1.29,100.07
2006-08-29,27.07,26.52,24.19,89.91,5.15,1.62,100.16
2006-08-30,5.41,31.9,23.5,98.0,3.53,3.93,100.93
2006-08-31,33.45,30.1,20.38,98.0,4.75,2.9,100.53
2006-09-01,39.48,27.47,24.64,90.15,4.06,2.15,100.31
2006-09-02,22.6,31.03,24.08,96.38,5.71,1.0,100.4
2006-09-03,163.84,27.74,23.75,98.0,4.6,1.06,100.42
2006-09-04,6.16,28.62,23.03,86.43,3.66,2.23,100.83
2006-09-05,0.0,28.52,21.74,92.92,3.51,3.67,100.81
2006-09-06,19.5,29.4,25.1,95.55,4.76,1.0,101.02
2006-09-07,0.0,28.59,19.5,94.42,2.68,3.09,100.45
2006-09-08,0.0,30.11,24.6,91.38,3.64,3.98,100.89
2006-09-09,26.79,30.76,24.37,90.43,5.73,1.0,100.82
2006-09-10,0.0,33.01,22.43,82.17,3.27,4.34,100.61
2006-09-11,11.92,28.39,22.66,95.43,2.78,1.0,100.09
2006-09-12,7.1,30.58,25.28,94.11,2.96,3.1,100.49
2006-09-13,40.35,28.9,22.6,92.19,4.65,1.0,99.98
2006-09-14,34.84,29.73,21.41,88.19,6.48,1.0,100.42
2006-09-15,6.72,29.38,21.99,94.79,1.64,2.48,100.32
2006-09-16,44.01,26.15,24.15,93.58,2.9,1.56,100.56
2006-09-17,0.0,29.4,21.91,86.65,4.0,3.4,100.77
2006-09-18,8.62,30.29,23.38,88.05,3.95,1.91,100.41
2006-09-19,7.45,31.08,23.68,89.49,3.51,3.6,100.59
2006-09-20,25.47,31.76,21.55,94.32,5.15,1.45,100.61
2006-09-21,9.87,29.36,22.24,92.46,3.98,2.17,100.68
2006-09-22,191.69,27.6,22.09,91.67,5.03,1.59,100.57
2006-09-23,12.48,32.76,23.08,93.46,3.35,2.39,100.89
2006-09-24,36.65,24.9,21.57,91.63,5.4,1.11,100.86
2006-09-25,74.44,29.43,21.44,98.0,4.73,2.15,101.4
2006-09-26,37.84,28.43,23.45,96.29,4.4,1.0,99.94
2006-09-27,48.19,25.71,21.51,94.43,6.06,1.55,100.43
2006-09-28,5.06,30.22,22.51,93.39,3.87,3.66,100.74
2006-09-29,0.0,29.63,21.57,87.62,2.89,4.2,100.73
2006-09-30,0.0,30.26,22.69,80.29,3.29,1.4,100.45
2006-10-01,0.0,28.63,24.59,80.66,0.95,5.08,101.23
2006-10-02,10.27,29.06,23.47,88.37,1.99,3.12,101.15
2006-10-03,0.0,34.77,22.44,76.38,2.09,6.1,100.79
2006-10-04,0.0,29.04,23.08,80.19,2.18,6.3,100.89
2006-10-05,41.35,28.11,21.38,80.87,3.89,3.88,100.14
2006-10-06,0.0,31.24,24.46,74.73,1.75,5.57,101.1
2006-10-07,10.29,29.35,24.73,83.38,2.6,4.68,100.69
2006-10-08,0.0,27.07,23.53,77.99,2.82,4.92,100.66
2006-10-09,0.0,30.62,22.49,83.53,2.32,4.2,100.61
2006-10-10,0.0,32.48,22.04,86.37,2.76,5.23,100.89
2006-10-11,7.05,33.21,22.88,91.72,2.9,4.59,100.3
2006-10-12,15.25,30.47,20.22,82.23,1.81,5.11,100.98
2006-10-13,14.23,30.79,24.38,84.57,2.16,2.27,100.43
2006-10-14,46.29,26.35,21.58,89.54,3.97,2.1,101.32
2006-10-15,0.0,30.26,24.12,82.32,2.26,4.97,101.0
2006-10-16,0.0,29.09,21.25,77.74,1.78,5.12,101.54
2006-10-17,0.65,28.55,23.91,78.98,3.23,4.04,100.87
2006-10-18,0.0,31.1,21.75,75.46,2.48,5.04,101.11
2006-10-19,0.0,30.39,22.29,72.6,2.42,6.77,100.78
2006-10-20,0.0,32.85,22.99,75.61,2.52,3.35,100.59
2006-10-21,23.18,34.28,23.16,82.03,2.78,1.54,101.01
2006-10-22,10.64,30.49,24.73,89.15,1.92,2.96,101.29
2006-10-23,27.92,31.77,22.91,84.06,2.56,4.09,100.85
2006-10-24,0.0,29.49,24.56,78.97,1.73,5.94,101.21
2006-10-25,0.0,33.69,22.11,74.1,2.31,6.77,100.33
2006-10-26,0.0,30.67,22.96,72.04,2.41,4.71,100.81
2006-10-27,0.0,30.43,22.53,77.65,2.46,3.54,100.83
2006-10-28,0.0,30.24,21.42,82.07,4.27,4.59,101.09
2006-10-29,0.0,30.71,24.74,78.05,2.14,5.81,101.0
2006-10-30,0.0,30.35,25.61,83.49,3.01,5.01,100.99
2006-10-31,0.0,30.2,20.81,71.6,2.98,4.41,100.63
2006-11-01,2.18,30.44,22.0,87.12,2.37,2.88,101.36
2006-11-02,0.0,30.43,22.8,81.1,1.86,5.62,100.87
2006-11-03,0.0,30.83,22.65,72.69,2.2,5.18,101.45
2006-11-04,0.0,31.22,22.19,83.47,1.72,4.77,100.57
2006-11-05,9.02,30.01,23.88,75.05,3.24,3.84,100.71
2006-11-06,0.0,30.04,23.83,86.41,1.76,5.59,101.09
2006-11-07,0.0,29.88,24.59,80.18,3.26,4.23,100.58
2006-11-08,3.48,29.99,23.17,83.52,1.91,4.32,100.9
2006-11-09,15.36,29.86,22.04,84.6,2.05,2.39,100.67
2006-11-10,0.0,30.02,24.22,78.24,2.86,4.53,100.58
2006-11-11,0.0,32.67,21.67,83.9,1.38,4.52,100.28
2006-11-12,0.0,28.87,23.93,82.57,2.82,4.54,101.5
2006-11-13,1.11,30.69,20.7,72.6,1.51,5.49,100.74
2006-11-14,0.0,31.98,23.72,86.5,1.47,3.76,101.14
2006-11-15,0.69,31.36,24.94,77.79,1.54,4.58,100.5
2006-11-16,0.0,32.96,23.05,73.54,1.39,5.79,101.08
2006-11-17,0.0,31.26,23.39,82.55,2.69,5.93,101.13
2006-11-18,0.0,29.42,22.86,76.95,2.16,5.56,100.4
2006-11-19,15.53,31.32,24.06,84.12,1.79,3.76,100.58
2006-11-20,0.0,28.86,22.41,84.82,1.36,5.22,100.91
2006-11-21,4.98,31.78,24.6,82.52,1.75,3.4,100.78
2006-11-22,0.0,30.14,22.51,85.05,1.9,4.78,101.32
2006-11-23,0.0,27.66,23.98,84.64,3.11,6.18,101.35
2006-11-24,0.0,31.95,22.64,75.81,1.92,3.67,101.3
2006-11-25,0.0,33.29,22.08,74.98,1.67,6.2,100.43
2006-11-26,0.0,30.82,23.04,82.2,2.36,4.37,100.78
2006-11-27,0.0,34.47,23.8,73.9,1.55,5.14,100.51
2006-11-28,0.0,31.62,21.85,84.47,2.01,3.28,100.99
2006-11-29,3.18,30.14,22.93,79.88,2.74,2.59,100.42
2006-11-30,2.25,30.01,22.87,87.29,2.42,4.45,100.98
2006-12-01,0.0,30.81,22.27,72.36,0.24,7.47,101.21
2006-12-02,0.0,30.14,22.96,65.23,2.3,4.37,101.1
2006-12-03,0.0,28.68,20.42,72.47,1.6,4.04,101.29
2006-12-04,0.0,32.22,19.82,77.48,2.07,5.33,101.02
2006-12-05,0.0,29.36,21.17,65.43,1.16,4.24,101.55
2006-12-06,0.0,30.38,18.9,62.31,0.89,6.01,100.82
2006-12-07,0.0,29.98,20.44,81.84,0.84,3.96,101.04
2006-12-08,4.86,30.73,20.56,70.59,1.58,4.8,101.37
2006-12-09,0.0,30.04,19.93,66.04,2.57,5.28,100.79
2006-12-10,0.0,33.57,20.21,66.49,1.91,5.17,101.38
2006-12-11,0.0,30.97,17.79,74.89,0.82,5.13,100.35
2006-12-12,0.0,31.85,19.91,67.61,1.24,5.51,100.98
2006-12-13,0.0,31.11,20.55,71.62,2.41,6.5,101.08
2006-12-14,0.0,31.35,20.03,67.61,1.8,6.06,100.98
2006-12-15,0.0,30.94,21.54,67.78,2.02,5.29,101.28
2006-12-16,0.0,30.91,20.81,69.93,2.7,4.72,101.14
2006-12-17,0.0,28.89,22.34,70.62,1.88,6.78,101.16
2006-12-18,0.0,31.39,22.34,79.18,1.9,5.09,101.61
2006-12-19,0.0,29.96,22.08,75.62,1.62,4.19,101.0
2006-12-20,0.0,30.02,20.66,74.71,2.59,4.38,101.59
2006-12-21,0.0,33.54,19.29,81.7,1.82,5.2,101.03
2006-12-22,0.0,31.5,22.8,79.32,2.24,6.56,101.44
2006-12-23,0.0,31.27,19.81,69.66,3.06,4.91,101.26
2006-12-24,0.0,29.64,20.89,66.16,1.2,6.43,100.94
2006-12-25,0.0,31.26,20.54,70.09,2.19,7.43,100.48
2006-12-26,0.0,31.6,21.21,72.93,2.65,5.73,101.22
2006-12-27,0.0,32.69,19.55,82.24,1.63,4.93,101.45
2006-12-28,0.0,31.73,22.57,74.89,1.12,5.38,101.18
2006-12-29,0.0,31.77,19.69,72.24,1.64,6.87,100.94
2006-12-30,0.0,31.37,20.6,68.1,2.64,5.62,100.92
2006-12-31,0.0,32.26,22.8,78.6,1.99,5.33,101.15
2007-01-01,0.0,31.51,18.99,71.79,2.78,6.4,101.07
2007-01-02,0.0,29.08,19.97,65.81,2.05,5.4,101.01
2007-01-03,0.0,34.13,18.77,69.6,2.26,3.63,101.68
2007-01-04,0.0,31.26,21.22,80.28,1.71,5.85,101.62
2007-01-05,4.48,28.17,21.34,81.77,0.8,4.43,101.46
2007-01-06,0.0,29.28,20.88,75.03,1.11,5.48,101.01
2007-01-07,0.0,33.35,20.0,65.81,1.68,4.93,100.8
2007-01-08,8.59,33.11,20.33,73.79,0.39,3.77,100.61
2007-01-09,0.0,32.11,19.92,74.14,1.89,7.41,101.53
2007-01-10,0.0,29.6,22.98,70.61,2.53,5.75,101.2
2007-01-11,0.0,30.94,20.59,67.48,1.37,6.71,101.16
2007-01-12,0.0,34.11,19.5,64.53,2.84,4.43,101.37
2007-01-13,0.0,34.02,20.16,66.42,2.02,5.66,101.1
2007-01-14,0.0,31.22,19.56,66.53,2.28,4.97,101.56
2007-01-15,0.0,33.38,20.11,64.29,2.92,6.6,101.0
2007-01-16,0.0,32.38,22.79,68.65,2.31,5.45,101.36
2007-01-17,0.0,29.52,19.94,74.03,1.02,6.18,101.47
2007-01-18,0.0,34.6,21.42,74.64,2.27,4.54,101.55
2007-01-19,0.0,31.41,20.71,73.74,0.63,5.84,101.36
2007-01-20,0.0,30.4,22.45,72.98,2.3,6.47,101.5
2007-01-21,0.0,32.89,20.28,66.53,2.37,5.05,100.75
2007-01-22,0.0,30.19,21.62,68.94,2.95,5.63,101.22
2007-01-23,0.0,28.32,21.53,75.47,0.66,5.97,101.29
2007-01-24,0.0,30.61,21.12,65.56,0.84,5.35,100.66
2007-01-25,1.37,34.62,19.44,71.42,1.37,5.9,101.04
2007-01-26,0.0,32.42,19.73,66.81,1.47,6.48,100.56
2007-01-27,0.2,33.44,21.54,79.15,2.11,3.83,101.66
2007-01-28,0.0,29.7,20.77,68.68,0.99,6.67,101.71
2007-01-29,0.0,30.33,17.47,72.64,1.71,5.63,100.97
2007-01-30,0.0,29.01,20.01,75.06,1.86,5.81,101.1
2007-01-31,0.0,30.45,22.2,77.01,2.04,5.33,101.46
2007-02-01,0.0,31.59,20.91,73.43,0.34,6.41,100.8
2007-02-02,0.0,32.56,18.7,71.69,2.28,5.48,101.04
2007-02-03,0.0,32.69,19.25,75.3,1.77,5.92,101.17
2007-02-04,0.0,32.73,22.9,67.13,2.21,4.99,101.54
2007-02-05,0.56,29.24,21.72,69.83,2.85,5.9,101.26
2007-02-06,0.2,32.43,19.79,71.96,1.54,4.45,101.18
2007-02-07,0.0,32.9,20.04,75.72,2.41,5.84,101.03
2007-02-08,0.0,29.26,20.34,70.77,0.84,3.83,101.45
2007-02-09,0.0,31.36,20.51,69.04,1.68,5.01,101.12
2007-02-10,0.0,31.59,20.31,71.65,2.78,5.67,101.72
2007-02-11,0.0,28.98,19.78,74.84,1.81,6.9,101.19
2007-02-12,0.0,33.53,20.12,85.92,2.64,5.54,101.17
2007-02-13,0.0,32.43,23.79,82.62,1.92,5.85,101.28
2007-02-14,0.0,28.34,21.82,81.02,1.14,4.01,101.4
2007-02-15,0.0,30.63,20.47,68.54,1.78,5.39,101.14
2007-02-16,2.25,30.97,18.18,71.29,0.72,5.03,100.73
2007-02-17,0.0,31.73,21.42,73.26,1.16,5.25,101.05
2007-02-18,0.0,31.61,19.13,65.68,2.0,5.48,101.25
2007-02-19,1.3,29.53,20.56,73.76,1.74,6.0,101.2
2007-02-20,0.0,26.7,21.64,70.27,1.75,5.14,101.94
2007-02-21,0.0,31.38,19.81,58.49,2.65,6.08,100.95
2007-02-22,0.0,32.87,19.94,75.36,1.32,4.71,101.55
2007-02-23,0.0,30.76,19.95,75.53,0.53,6.05,101.3
2007-02-24,0.0,29.96,21.92,78.73,1.53,5.73,101.33
2007-02-25,0.0,31.93,22.43,69.27,2.45,6.62,101.13
2007-02-26,0.0,33.11,18.52,74.08,1.66,5.47,101.56
2007-02-27,0.0,30.31,20.48,70.66,1.64,4.02,101.41
2007-02-28,0.83,32.28,21.04,69.03,1.83,4.64,101.2
2007-03-01,0.0,33.19,23.28,77.39,2.52,4.96,101.18
2007-03-02,0.0,33.68,23.87,79.52,3.76,6.27,100.93
2007-03-03,0.0,31.77,22.69,77.77,1.85,5.26,101.09
2007-03-04,1.3,31.34,23.74,66.93,3.05,6.32,101.07
2007-03-05,0.0,31.71,24.51,73.82,3.35,6.73,101.49
2007-03-06,0.0,32.48,26.02,83.52,1.64,6.47,100.77
2007-03-07,0.0,30.64,23.77,81.34,2.1,5.46,101.11
2007-03-08,0.0,31.85,23.7,83.3,3.18,6.32,101.12
2007-03-09,0.0,33.16,24.78,82.47,1.87,4.96,100.38
2007-03-10,0.0,35.02,22.66,78.35,0.51,5.47,100.67
2007-03-11,0.0,32.72,25.74,68.63,1.95,4.54,100.77
2007-03-12,0.0,33.15,24.91,77.33,1.89,6.34,101.26
2007-03-13,0.0,34.2,24.12,77.77,2.92,5.7,101.18
2007-03-14,1.89,37.32,25.68,69.15,1.89,7.82,100.84
2007-03-15,70.02,32.55,22.41,83.88,3.75,3.89,100.94
2007-03-16,2.89,32.94,24.52,70.51,3.0,4.7,100.65
2007-03-17,0.0,32.77,24.07,82.94,3.03,5.25,101.02
2007-03-18,0.0,32.74,23.29,83.48,4.09,6.52,101.16
2007-03-19,2.71,30.62,25.25,68.33,2.66,4.64,101.62
2007-03-20,0.0,32.96,24.18,83.38,2.48,6.27,100.91
2007-03-21,0.0,32.53,28.0,75.88,2.77,4.76,100.66
2007-03-22,0.0,34.48,25.44,72.16,3.01,6.31,101.04
2007-03-23,0.0,33.19,24.39,65.37,3.73,5.13,100.92
2007-03-24,0.0,33.62,24.77,71.33,3.3,5.9,101.37
2007-03-25,0.0,31.67,23.64,68.03,1.65,5.32,100.93
2007-03-26,0.0,37.45,22.48,77.95,2.52,7.69,101.2
2007-03-27,0.0,32.38,25.8,73.35,2.56,6.66,101.26
2007-03-28,0.0,31.78,25.05,75.69,2.83,6.07,100.7
2007-03-29,0.0,33.15,23.59,69.01,4.15,6.15,101.18
2007-03-30,0.0,33.45,24.72,76.13,1.94,7.58,100.71
2007-03-31,0.0,30.64,24.86,66.15,3.26,7.15,100.47
2007-04-01,0.0,33.57,25.54,77.48,2.59,6.38,100.79
2007-04-02,3.08,30.62,23.28,77.82,4.24,4.43,101.63
2007-04-03,0.0,32.89,24.97,70.05,2.53,5.9,100.68
2007-04-04,0.0,33.81,22.51,71.23,1.3,4.72,100.93
2007-04-05,1.66,34.89,26.05,68.02,3.3,6.66,101.37
2007-04-06,0.0,33.72,27.34,73.63,4.41,7.14,100.81
2007-04-07,0.0,34.35,22.78,73.92,3.24,6.0,101.21
2007-04-08,4.5,33.46,25.51,75.45,2.25,5.64,100.95
2007-04-09,1.78,36.53,25.97,67.63,0.61,6.06,101.17
2007-04-10,0.0,32.36,24.58,80.37,1.22,5.46,100.89
2007-04-11,0.0,31.74,26.79,78.47,3.0,5.96,101.16
2007-04-12,2.04,35.26,26.47,72.16,2.0,5.03,100.74
2007-04-13,0.0,34.28,24.58,70.27,3.22,6.17,101.06
2007-04-14,0.0,31.78,26.49,76.71,2.02,6.44,101.14
2007-04-15,0.0,31.34,23.49,74.42,2.06,6.71,100.99
2007-04-16,0.0,32.93,26.15,78.73,2.89,7.18,100.85
2007-04-17,0.0,33.95,21.68,80.89,3.23,6.76,100.33
2007-04-18,0.0,34.02,23.28,73.19,2.45,6.88,100.74
2007-04-19,0.0,28.14,23.72,67.94,2.82,5.77,100.9
2007-04-20,0.0,35.02,23.09,68.45,3.72,5.49,100.96
2007-04-21,13.6,34.23,24.36,69.87,3.26,3.53,101.0
2007-04-22,0.0,33.24,25.36,78.68,3.66,5.99,100.73
2007-04-23,0.0,32.6,24.5,78.46,3.58,7.18,100.81
2007-04-24,0.0,31.66,23.49,74.07,1.98,4.92,100.44
2007-04-25,0.0,33.49,25.92,69.43,2.68,5.9,101.21
2007-04-26,6.13,34.16,27.41,74.88,1.79,6.35,101.1
2007-04-27,0.68,33.52,24.91,70.05,2.04,4.53,101.31
2007-04-28,0.0,31.19,24.38,76.58,1.8,6.69,101.79
2007-04-29,0.0,33.88,22.36,73.86,3.31,6.6,100.7
2007-04-30,0.45,34.26,23.65,68.56,2.87,6.6,100.73
2007-05-01,0.0,34.98,23.01,67.51,4.37,5.86,100.98
2007-05-02,0.0,33.69,23.2,74.39,3.36,6.65,101.07
2007-05-03,5.24,33.48,22.96,81.56,2.2,4.54,100.91
2007-05-04,0.95,32.66,22.73,88.0,1.67,5.89,100.92
2007-05-05,2.61,32.14,21.05,71.36,3.07,5.75,101.09
2007-05-06,0.0,33.38,23.94,80.99,2.1,6.56,101.2
2007-05-07,0.0,31.37,23.61,69.83,3.07,6.26,101.19
2007-05-08,0.0,33.91,22.19,78.04,2.35,4.8,100.58
2007-05-09,0.0,35.49,25.57,79.51,3.26,6.31,101.31
2007-05-10,0.0,33.71,23.76,75.62,2.82,6.6,100.81
2007-05-11,0.0,34.66,22.1,82.79,2.31,7.73,101.14
2007-05-12,5.14,32.09,22.24,79.45,2.8,6.23,100.54
2007-05-13,0.0,36.46,24.75,75.74,2.23,5.25,101.31
2007-05-14,0.0,32.92,25.48,73.74,2.57,7.0,100.8
2007-05-15,0.0,31.17,25.06,78.64,2.39,6.71,100.94
2007-05-16,0.0,32.9,23.93,68.2,3.85,5.98,100.76
2007-05-17,0.0,31.92,25.64,71.47,1.85,6.65,100.41
2007-05-18,0.0,31.42,22.71,76.39,2.44,6.53,100.73
2007-05-19,0.0,34.32,25.83,81.21,0.8,6.36,100.74
2007-05-20,0.0,32.68,23.0,82.5,2.14,7.22,101.01
2007-05-21,0.0,33.27,23.09,72.87,3.17,7.06,100.8
2007-05-22,1.8,34.35,23.29,78.41,2.52,6.6,100.2
2007-05-23,0.0,31.01,23.22,74.31,2.35,6.8,100.92
2007-05-24,0.0,31.95,25.53,71.79,3.44,7.07,101.05
2007-05-25,0.0,33.01,22.41,78.55,0.97,5.37,101.37
2007-05-26,0.0,34.39,22.41,82.1,2.59,7.13,100.68
2007-05-27,0.0,32.16,24.86,73.93,2.75,5.28,101.05
2007-05-28,0.0,31.16,24.72,70.55,3.42,6.93,100.9
2007-05-29,0.0,36.55,26.2,80.06,3.3,7.42,100.77
2007-05-30,0.0,32.39,24.65,75.98,1.21,6.27,100.82
2007-05-31,0.0,35.24,25.32,82.19,1.58,5.07,100.91
2007-06-01,1.24,26.41,22.46,91.28,4.69,2.58,100.68
2007-06-02,11.89,29.34,23.92,89.12,4.1,1.71,100.4
2007-06-03,6.38,30.71,23.28,96.57,4.22,3.32,100.53
2007-06-04,19.76,29.14,23.36,92.71,3.72,1.0,100.06
2007-06-05,0.0,30.48,25.18,90.13,2.84,4.19,100.43
2007-06-06,1.45,29.14,21.25,96.61,3.28,3.64,100.87
2007-06-07,3.49,28.81,23.95,85.73,4.66,2.36,100.22
2007-06-08,31.36,24.3,20.18,91.95,4.71,3.11,100.25
2007-06-09,19.75,29.17,20.11,87.47,3.39,1.57,100.6
2007-06-10,0.0,30.65,23.51,89.02,2.95,3.26,100.33
2007-06-11,0.0,30.85,22.45,90.7,1.45,2.02,101.45
2007-06-12,6.76,29.3,25.88,95.87,3.92,1.19,100.39
2007-06-13,4.64,27.69,25.69,83.47,4.3,2.22,100.66
2007-06-14,14.97,28.23,22.76,94.77,5.01,2.64,100.67
2007-06-15,0.0,26.0,24.0,98.0,4.11,3.29,100.17
2007-06-16,6.48,29.12,23.16,91.55,4.16,2.29,100.38
2007-06-17,2.97,28.63,22.77,88.09,3.6,2.16,100.3
2007-06-18,20.45,29.01,26.27,92.63,5.49,1.0,100.24
2007-06-19,4.07,30.03,22.24,93.85,2.22,1.79,100.54
2007-06-20,0.0,29.7,24.63,89.72,4.1,2.57,100.35
2007-06-21,0.0,27.02,24.97,94.32,3.33,2.97,100.42
2007-06-22,0.0,27.12,22.09,88.78,3.41,3.98,100.13
2007-06-23,0.0,32.13,22.31,95.31,2.74,3.18,100.62
2007-06-24,8.26,30.32,23.49,98.0,4.65,1.55,100.12
2007-06-25,0.0,27.54,22.31,84.86,3.93,3.93,101.52
2007-06-26,10.36,25.51,23.51,97.67,3.68,2.08,100.61
2007-06-27,35.01,27.52,24.11,89.08,3.65,1.79,101.08
2007-06-28,14.06,30.47,26.07,96.56,2.87,1.0,100.21
2007-06-29,27.61,29.81,23.14,87.81,6.43,1.14,100.77
