Date,Rainfall(mm),Temperature(C),Humidity(%)
1987-02-16,0.05,26.53,63.88
1987-02-17,0.0,25.85,65.95
1987-02-18,0.0,26.19,61.14
1987-02-19,0.0,27.2,60.12
1987-02-20,0.03,28.53,59.79
1987-02-21,0.01,28.25,57.08
1987-02-22,0.0,28.27,52.67
1987-02-23,0.0,28.31,55.27
1987-02-24,0.0,28.21,56.82
1987-02-25,0.0,27.77,57.04
1987-02-26,0.0,27.07,61.49
1987-02-27,0.0,26.85,61.34
1987-02-28,0.0,27.32,56.07
1987-03-01,0.0,27.63,57.71
1987-03-02,0.0,28.51,56.59
1987-03-03,0.0,28.17,59.41
1987-03-04,0.0,28.33,52.88
1987-03-05,0.0,28.01,54.78
1987-03-06,0.0,28.42,52.7
1987-03-07,0.03,28.02,53.67
1987-03-08,0.13,27.68,63.53
1987-03-09,0.11,27.97,60.69
1987-03-10,0.03,27.79,62.95
1987-03-11,0.03,27.21,65.48
1987-03-12,0.02,26.7,60.57
1987-03-13,0.0,26.4,60.22
1987-03-14,0.0,26.84,56.94
1987-03-15,0.0,27.64,55.04
1987-03-16,0.21,27.8,57.92
1987-03-17,0.43,27.53,60.94
1987-03-18,0.0,27.35,64.1
1987-03-19,0.0,27.9,62.67
1987-03-20,0.0,27.82,62.61
1987-03-21,0.04,28.1,62.47
1987-03-22,0.0,28.96,63.23
1987-03-23,0.0,29.7,56.65
1987-03-24,0.0,29.96,53.37
1987-03-25,0.0,29.43,52.41
1987-03-26,0.0,29.1,58.05
1987-03-27,0.0,28.75,61.99
1987-03-28,0.0,29.2,62.02
1987-03-29,0.0,29.84,59.54
1987-03-30,0.0,30.01,57.58
1987-03-31,0.0,30.19,60.07
1987-04-01,0.01,29.83,61.44
1987-04-02,0.0,29.33,64.4
1987-04-03,0.05,29.07,63.13
1987-04-04,0.03,29.07,65.3
1987-04-05,0.13,28.82,67.33
1987-04-06,0.01,29.35,65.65
1987-04-07,0.04,29.4,65.11
1987-04-08,0.34,29.54,64.09
1987-04-09,0.66,29.37,61.63
1987-04-10,0.09,28.59,63.94
1987-04-11,0.0,28.13,63.4
1987-04-12,0.0,28.11,62.01
1987-04-13,0.0,28.21,60.86
1987-04-14,0.0,29.16,59.09
1987-04-15,0.0,29.92,59.98
1987-04-16,0.0,30.34,60.61
1987-04-17,0.01,30.67,58.25
1987-04-18,0.08,30.14,60.93
1987-04-19,0.02,29.62,66.05
1987-04-20,0.01,30.41,63.1
1987-04-21,0.05,30.05,64.15
1987-04-22,0.21,29.96,62.04
1987-04-23,0.25,29.13,66.57
1987-04-24,0.71,28.81,70.39
1987-04-25,1.57,29.1,70.75
1987-04-26,0.17,29.52,67.05
1987-04-27,0.29,29.88,63.52
1987-04-28,0.06,30.02,58.08
1987-04-29,0.08,29.5,60.45
1987-04-30,0.05,29.28,61.16
1987-05-01,0.07,29.37,62.55
1987-05-02,0.03,29.48,62.53
1987-05-03,0.01,29.06,66.0
1987-05-04,0.0,29.05,60.25
1987-05-05,0.0,28.57,55.99
1987-05-06,0.0,28.61,55.12
1987-05-07,0.0,28.92,60.93
1987-05-08,0.01,29.44,63.91
1987-05-09,0.08,29.85,61.11
1987-05-10,0.15,29.8,65.8
1987-05-11,0.21,29.13,70.55
1987-05-12,0.57,29.0,68.97
1987-05-13,0.74,29.21,69.25
1987-05-14,0.39,29.4,67.06
1987-05-15,6.14,28.0,77.35
1987-05-16,3.03,27.86,77.65
1987-05-17,5.92,27.87,77.58
1987-05-18,2.43,28.39,73.21
1987-05-19,0.84,27.97,78.45
1987-05-20,3.36,28.25,74.64
1987-05-21,2.58,28.5,76.22
1987-05-22,0.72,27.98,80.18
1987-05-23,2.8,27.49,74.41
1987-05-24,2.34,27.66,72.93
1987-05-25,1.69,28.32,71.62
1987-05-26,0.83,28.27,74.08
1987-05-27,14.06,27.34,80.74
1987-05-28,2.99,27.85,77.78
1987-05-29,7.42,28.13,76.25
1987-05-30,5.29,28.02,79.25
1987-05-31,2.78,28.0,81.94
1987-06-01,3.52,27.21,81.77
1987-06-02,4.0,27.22,83.56
1987-06-03,55.46,26.73,85.16
1987-06-04,47.72,26.65,86.85
1987-06-05,15.01,26.48,86.92
1987-06-06,14.09,26.95,83.47
1987-06-07,11.08,27.16,84.96
1987-06-08,35.72,26.76,85.24
1987-06-09,41.91,26.57,85.21
1987-06-10,52.05,26.03,86.81
1987-06-11,38.56,26.29,87.68
1987-06-12,13.53,26.21,84.12
1987-06-13,11.8,25.85,85.35
1987-06-14,45.51,26.05,88.2
1987-06-15,37.57,26.93,87.67
1987-06-16,27.76,26.89,87.63
1987-06-17,57.69,27.07,87.49
1987-06-18,15.71,26.9,86.43
1987-06-19,12.59,27.05,86.62
1987-06-20,4.69,26.58,83.3
1987-06-21,26.28,25.63,86.21
1987-06-22,17.25,24.92,89.1
1987-06-23,9.81,25.1,88.88
1987-06-24,6.49,25.98,86.93
1987-06-25,17.44,25.48,89.81
1987-06-26,11.3,25.9,89.05
1987-06-27,8.16,25.83,89.07
1987-06-28,55.36,25.78,89.19
1987-06-29,58.89,25.85,88.21
1987-06-30,10.33,25.81,91.1
1987-07-01,54.07,25.96,90.67
1987-07-02,61.88,26.33,89.39
1987-07-03,33.46,25.59,87.54
1987-07-04,25.45,25.88,90.31
1987-07-05,13.32,26.24,89.22
1987-07-06,7.61,26.39,88.73
1987-07-07,8.3,25.83,89.45
1987-07-08,13.37,25.74,89.91
1987-07-09,11.92,26.04,89.91
1987-07-10,4.58,26.31,87.79
1987-07-11,4.07,26.15,85.98
1987-07-12,6.11,26.15,84.83
1987-07-13,5.55,25.99,86.51
1987-07-14,7.79,25.88,86.57
1987-07-15,5.1,26.04,85.9
1987-07-16,5.3,26.08,85.1
1987-07-17,2.73,25.8,85.83
1987-07-18,1.82,25.72,86.05
1987-07-19,3.15,25.81,85.72
1987-07-20,6.23,26.14,86.01
1987-07-21,1.82,25.8,85.26
1987-07-22,0.58,26.12,86.86
1987-07-23,3.84,26.0,85.37
1987-07-24,1.82,25.83,84.76
1987-07-25,4.19,25.59,82.76
1987-07-26,2.61,25.54,82.1
1987-07-27,0.77,26.06,80.42
1987-07-28,0.28,26.21,81.94
1987-07-29,0.17,26.0,83.36
1987-07-30,4.2,26.14,84.26
1987-07-31,2.38,25.89,83.79
1987-08-01,1.49,25.63,85.42
1987-08-02,3.25,25.3,90.24
1987-08-03,31.62,24.94,90.75
1987-08-04,13.58,24.33,89.19
1987-08-05,14.44,24.05,85.29
1987-08-06,36.08,25.02,82.47
1987-08-07,19.12,25.45,84.02
1987-08-08,9.32,25.66,84.14
1987-08-09,9.86,25.78,87.4
1987-08-10,37.38,26.39,86.32
1987-08-11,39.79,25.72,88.33
1987-08-12,9.1,25.99,86.16
1987-08-13,10.28,26.32,86.64
1987-08-14,30.27,25.27,91.34
1987-08-15,28.02,25.33,90.36
1987-08-16,28.13,25.44,93.25
1987-08-17,23.28,25.48,92.49
1987-08-18,46.2,25.29,93.06
1987-08-19,26.0,25.56,90.75
1987-08-20,32.13,25.58,90.48
1987-08-21,40.49,25.54,90.17
1987-08-22,24.33,25.43,89.66
1987-08-23,19.92,25.49,91.31
1987-08-24,24.4,24.85,92.78
1987-08-25,51.69,24.98,90.72
1987-08-26,22.79,25.33,90.81
1987-08-27,14.54,25.04,91.9
1987-08-28,18.51,25.04,92.56
1987-08-29,12.68,25.25,90.63
1987-08-30,15.25,25.62,88.5
1987-08-31,2.3,25.69,87.08
1987-09-01,1.15,25.55,87.16
1987-09-02,2.21,25.61,87.88
1987-09-03,4.0,25.63,88.81
1987-09-04,23.27,24.97,83.61
1987-09-05,13.55,25.43,88.2
1987-09-06,2.57,25.92,87.31
1987-09-07,0.35,25.57,86.75
1987-09-08,0.06,25.44,86.69
1987-09-09,0.09,25.43,86.11
1987-09-10,0.18,25.52,85.51
1987-09-11,0.48,25.96,84.53
1987-09-12,0.3,25.98,85.65
1987-09-13,0.29,26.31,86.37
1987-09-14,2.95,26.19,87.31
1987-09-15,2.27,26.55,85.84
1987-09-16,1.61,25.94,89.38
1987-09-17,4.73,25.48,92.36
1987-09-18,2.18,25.88,88.94
1987-09-19,3.5,26.17,90.11
1987-09-20,3.02,25.68,92.32
1987-09-21,2.15,25.56,90.01
1987-09-22,5.32,25.27,90.27
1987-09-23,6.8,25.33,91.8
1987-09-24,14.54,25.38,89.43
1987-09-25,16.03,25.04,87.81
1987-09-26,0.42,25.11,82.28
1987-09-27,0.46,25.54,81.86
1987-09-28,1.17,25.48,85.03
1987-09-29,11.41,26.34,86.06
1987-09-30,5.86,26.12,83.69
1987-10-01,4.54,25.52,89.1
1987-10-02,12.52,25.14,88.99
1987-10-03,5.9,25.61,87.67
1987-10-04,4.73,25.57,88.27
1987-10-05,17.83,25.26,87.12
1987-10-06,8.87,25.11,88.38
1987-10-07,9.89,25.9,86.32
1987-10-08,16.25,25.02,90.7
1987-10-09,11.64,25.18,88.76
1987-10-10,6.42,26.14,83.27
1987-10-11,2.99,25.62,90.34
1987-10-12,14.21,25.81,90.66
1987-10-13,29.83,26.07,87.15
1987-10-14,4.53,26.08,88.2
1987-10-15,1.03,26.28,82.5
1987-10-16,0.14,26.53,80.74
1987-10-17,1.02,26.25,84.17
1987-10-18,1.83,26.04,82.47
1987-10-19,0.04,26.52,81.36
1987-10-20,8.56,26.89,86.61
1987-10-21,5.84,26.02,90.36
1987-10-22,8.54,26.27,84.78
1987-10-23,20.36,26.8,82.82
1987-10-24,16.78,26.47,87.3
1987-10-25,6.42,27.52,79.54
1987-10-26,4.65,26.3,85.65
1987-10-27,21.21,26.33,86.74
1987-10-28,9.04,26.57,79.86
1987-10-29,0.02,26.88,71.48
1987-10-30,2.21,26.84,79.56
1987-10-31,2.15,26.37,83.01
1987-11-01,0.13,26.55,83.23
1987-11-02,0.0,26.81,77.27
1987-11-03,0.0,26.17,77.61
1987-11-04,2.56,26.5,80.69
1987-11-05,3.81,26.09,84.22
1987-11-06,4.78,26.51,83.26
1987-11-07,27.41,25.91,90.39
1987-11-08,11.56,26.72,84.22
1987-11-09,2.29,25.45,71.26
1987-11-10,0.2,24.65,63.74
1987-11-11,0.04,25.27,69.37
1987-11-12,0.7,25.73,83.67
1987-11-13,8.97,25.86,83.63
1987-11-14,11.25,25.39,81.94
1987-11-15,5.3,25.51,83.51
1987-11-16,12.92,25.34,86.76
1987-11-17,2.92,25.32,82.55
1987-11-18,0.24,26.16,82.36
1987-11-19,1.78,25.36,87.26
1987-11-20,3.42,24.67,89.1
1987-11-21,6.78,25.93,83.62
1987-11-22,1.43,26.01,78.58
1987-11-23,1.63,26.47,74.64
1987-11-24,1.12,26.31,78.59
1987-11-25,5.94,25.65,84.3
1987-11-26,2.21,25.72,82.72
1987-11-27,0.11,25.51,66.93
1987-11-28,0.0,24.38,63.94
1987-11-29,0.0,24.07,65.04
1987-11-30,0.0,24.52,68.23
1987-12-01,0.0,24.3,70.76
1987-12-02,0.0,25.23,69.61
1987-12-03,0.0,25.95,69.83
1987-12-04,0.01,25.77,74.48
1987-12-05,0.15,26.66,76.7
1987-12-06,0.12,26.67,77.15
1987-12-07,0.84,26.45,75.47
1987-12-08,0.62,26.38,80.56
1987-12-09,2.57,25.91,84.44
1987-12-10,1.68,26.0,84.66
1987-12-11,1.61,26.38,84.64
1987-12-12,2.29,26.38,84.67
1987-12-13,2.69,25.96,84.8
1987-12-14,5.9,25.47,83.65
1987-12-15,8.22,25.98,79.45
1987-12-16,4.13,26.11,78.58
1987-12-17,5.05,25.4,78.12
1987-12-18,0.01,24.68,67.56
1987-12-19,0.0,23.61,64.41
1987-12-20,0.0,23.59,66.62
1987-12-21,0.0,23.69,65.02
1987-12-22,0.03,24.47,76.14
1987-12-23,0.21,26.37,78.86
1987-12-24,1.31,26.74,78.37
1987-12-25,0.79,26.49,76.49
1987-12-26,0.21,26.15,73.51
1987-12-27,0.1,24.82,69.85
1987-12-28,0.0,23.64,63.82
1987-12-29,0.0,24.53,69.88
1987-12-30,0.0,25.24,68.93
1987-12-31,0.0,24.36,65.5
1988-01-01,0.0,23.38,61.23
1988-01-02,0.0,23.52,64.66
1988-01-03,0.0,24.17,67.58
1988-01-04,0.0,23.68,72.02
1988-01-05,0.0,24.81,68.89
1988-01-06,0.01,24.66,66.67
1988-01-07,0.0,24.37,69.83
1988-01-08,0.0,24.38,64.33
1988-01-09,0.0,24.07,59.46
1988-01-10,0.0,24.37,57.63
1988-01-11,0.0,24.87,67.26
1988-01-12,0.0,25.65,68.46
1988-01-13,0.0,25.6,72.41
1988-01-14,0.0,25.72,73.22
1988-01-15,0.0,25.84,70.93
1988-01-16,0.03,25.88,69.03
1988-01-17,0.13,26.06,66.29
1988-01-18,0.0,25.97,58.73
1988-01-19,0.0,25.7,63.17
1988-01-20,0.0,25.4,60.6
1988-01-21,0.0,26.16,61.0
1988-01-22,0.0,25.2,59.18
1988-01-23,0.0,25.05,62.56
1988-01-24,0.0,24.87,66.75
1988-01-25,0.0,25.62,65.4
1988-01-26,0.0,26.21,68.38
1988-01-27,0.01,27.18,65.08
1988-01-28,0.0,27.45,63.75
1988-01-29,0.0,27.18,60.21
1988-01-30,0.0,27.02,54.94
1988-01-31,0.0,26.8,54.46
1988-02-01,0.0,26.53,55.64
1988-02-02,0.0,26.61,56.53
1988-02-03,0.0,26.72,60.83
1988-02-04,0.0,27.02,58.75
1988-02-05,0.0,26.65,50.16
1988-02-06,0.0,25.7,63.07
1988-02-07,0.0,27.01,66.46
1988-02-08,0.0,26.72,66.47
1988-02-09,0.0,26.57,65.28
1988-02-10,0.0,26.91,62.43
1988-02-11,0.0,27.4,59.94
1988-02-12,0.0,27.29,58.78
1988-02-13,0.0,27.64,62.49
1988-02-14,0.0,27.76,65.96
1988-02-15,0.0,27.88,65.88
1988-02-16,0.02,28.09,64.89
1988-02-17,0.0,28.57,63.83
1988-02-18,0.0,29.29,59.86
1988-02-19,0.0,29.38,59.63
1988-02-20,0.0,28.78,64.18
1988-02-21,0.0,28.54,67.16
1988-02-22,0.0,28.47,67.47
1988-02-23,0.0,29.06,60.57
1988-02-24,0.0,28.73,60.7
1988-02-25,0.0,29.1,57.89
1988-02-26,0.0,29.39,56.47
1988-02-27,0.0,29.47,55.44
1988-02-28,0.0,29.24,54.63
1988-02-29,0.0,29.13,59.44
1988-03-01,0.01,28.46,62.44
1988-03-02,0.01,28.83,57.18
1988-03-03,0.01,29.67,53.38
1988-03-04,0.55,29.26,57.26
1988-03-05,0.04,29.16,56.47
1988-03-06,0.0,29.0,56.99
1988-03-07,0.06,28.96,57.78
1988-03-08,0.0,29.42,59.19
1988-03-09,0.01,30.04,57.15
1988-03-10,0.0,29.63,56.15
1988-03-11,0.02,29.12,59.89
1988-03-12,0.04,29.46,60.09
1988-03-13,0.0,29.8,55.1
1988-03-14,0.0,29.43,59.95
1988-03-15,0.0,30.0,57.02
1988-03-16,0.0,29.65,59.48
1988-03-17,0.06,29.77,61.76
1988-03-18,0.0,29.15,62.26
1988-03-19,0.0,29.29,57.66
1988-03-20,0.01,29.77,53.65
1988-03-21,0.08,28.83,58.18
1988-03-22,0.63,29.2,59.17
1988-03-23,0.0,28.9,56.1
1988-03-24,0.0,28.48,58.24
1988-03-25,0.0,28.82,58.38
1988-03-26,0.0,28.16,62.89
1988-03-27,0.0,27.51,61.94
1988-03-28,0.0,27.29,60.21
1988-03-29,0.0,27.96,63.68
1988-03-30,0.0,28.29,63.19
1988-03-31,0.0,28.38,64.65
1988-04-01,0.0,28.56,65.6
1988-04-02,0.02,28.66,65.35
1988-04-03,1.16,29.05,67.37
1988-04-04,0.41,29.58,66.12
1988-04-05,0.02,29.32,65.45
1988-04-06,0.07,29.14,66.05
1988-04-07,0.86,29.12,68.34
1988-04-08,0.04,30.0,63.86
1988-04-09,0.12,30.45,64.18
1988-04-10,0.63,29.31,70.82
1988-04-11,2.32,29.09,72.85
1988-04-12,1.28,28.35,73.62
1988-04-13,1.56,28.87,71.83
1988-04-14,1.73,28.03,74.95
1988-04-15,0.84,28.23,73.3
1988-04-16,3.22,28.62,70.4
1988-04-17,4.86,29.39,71.82
1988-04-18,1.84,29.16,70.28
1988-04-19,1.29,29.18,69.7
1988-04-20,0.22,29.59,67.19
1988-04-21,0.1,29.32,66.39
1988-04-22,0.5,29.48,64.63
1988-04-23,0.12,29.97,62.41
1988-04-24,0.55,30.13,59.36
1988-04-25,0.38,30.48,57.71
1988-04-26,0.63,30.13,61.24
1988-04-27,0.22,30.32,60.89
1988-04-28,0.8,30.0,62.77
1988-04-29,0.56,30.03,66.03
1988-04-30,0.74,29.33,71.74
1988-05-01,2.72,28.85,73.67
1988-05-02,2.41,29.52,71.73
1988-05-03,1.03,28.94,71.96
1988-05-04,0.5,29.47,66.57
1988-05-05,0.59,29.46,67.48
1988-05-06,0.31,29.98,67.07
1988-05-07,0.02,30.36,66.7
1988-05-08,0.07,30.13,68.89
1988-05-09,0.24,29.04,72.03
1988-05-10,0.02,29.06,70.15
1988-05-11,0.02,29.48,64.94
1988-05-12,0.14,29.14,69.18
1988-05-13,0.17,29.27,66.79
1988-05-14,0.02,29.77,65.78
1988-05-15,0.09,29.54,66.72
1988-05-16,0.06,29.36,67.83
1988-05-17,0.08,29.22,68.34
1988-05-18,0.66,29.4,67.74
1988-05-19,1.11,29.36,65.52
1988-05-20,0.09,29.18,64.75
1988-05-21,1.97,29.08,69.05
1988-05-22,1.26,28.9,70.39
1988-05-23,1.35,27.89,73.99
1988-05-24,0.94,27.23,77.93
1988-05-25,1.37,27.96,78.46
1988-05-26,9.47,27.98,79.76
1988-05-27,2.47,27.45,80.63
1988-05-28,1.92,27.78,77.58
1988-05-29,1.98,27.57,80.81
1988-05-30,1.78,28.15,78.23
1988-05-31,16.55,26.8,84.62
1988-06-01,4.99,27.6,81.21
1988-06-02,20.75,27.78,81.83
1988-06-03,16.78,27.6,83.54
1988-06-04,7.96,26.53,86.63
1988-06-05,8.26,26.78,84.5
1988-06-06,57.22,25.87,89.98
1988-06-07,31.2,26.52,90.76
1988-06-08,55.46,26.02,92.1
1988-06-09,72.44,26.02,87.61
1988-06-10,54.54,26.11,90.06
1988-06-11,37.6,26.75,87.4
1988-06-12,51.26,26.56,85.46
1988-06-13,32.14,26.17,84.98
1988-06-14,9.97,26.28,86.59
1988-06-15,16.44,26.64,86.98
1988-06-16,19.71,26.47,88.7
1988-06-17,67.21,26.5,87.39
1988-06-18,12.02,26.57,87.23
1988-06-19,6.43,26.68,86.47
1988-06-20,18.89,26.62,87.83
1988-06-21,35.88,25.83,88.11
1988-06-22,30.72,26.13,85.97
1988-06-23,17.61,26.44,85.62
1988-06-24,19.44,26.63,89.88
1988-06-25,70.67,25.58,88.24
1988-06-26,78.67,25.13,89.94
1988-06-27,66.73,25.21,91.53
1988-06-28,28.58,25.41,91.23
1988-06-29,19.89,25.9,91.06
1988-06-30,19.48,25.14,87.47
1988-07-01,17.85,24.38,89.76
1988-07-02,29.81,24.78,89.43
1988-07-03,15.22,25.07,87.44
1988-07-04,6.71,25.39,90.0
1988-07-05,35.23,25.71,90.78
1988-07-06,24.07,25.53,89.48
1988-07-07,16.5,25.42,92.3
1988-07-08,29.69,25.05,92.33
1988-07-09,17.54,25.3,90.8
1988-07-10,3.89,25.69,89.36
1988-07-11,29.53,25.3,90.22
1988-07-12,30.22,25.33,92.03
1988-07-13,80.9,24.88,89.61
1988-07-14,50.26,24.89,88.86
1988-07-15,58.41,25.43,90.94
1988-07-16,21.88,25.55,90.96
1988-07-17,59.82,25.53,91.45
1988-07-18,121.21,25.82,92.59
1988-07-19,46.89,26.08,90.93
1988-07-20,27.15,25.78,89.03
1988-07-21,47.08,25.51,91.74
1988-07-22,50.13,25.4,92.46
1988-07-23,64.13,25.27,90.63
1988-07-24,24.31,24.88,92.12
1988-07-25,9.84,25.36,91.6
1988-07-26,25.03,24.79,91.41
1988-07-27,15.45,24.99,88.82
1988-07-28,3.72,25.45,88.33
1988-07-29,3.99,25.95,88.01
1988-07-30,11.81,25.78,89.69
1988-07-31,22.38,25.9,88.5
1988-08-01,5.55,25.9,88.42
1988-08-02,9.83,25.92,89.32
1988-08-03,17.93,26.1,91.38
1988-08-04,36.86,25.86,92.34
1988-08-05,45.65,25.32,91.4
1988-08-06,25.62,25.1,88.93
1988-08-07,19.46,25.13,88.6
1988-08-08,9.28,25.32,91.95
1988-08-09,14.19,25.28,91.48
1988-08-10,24.84,25.57,90.44
1988-08-11,18.74,25.54,89.53
1988-08-12,14.81,24.99,91.82
1988-08-13,18.99,25.19,91.59
1988-08-14,9.66,25.29,90.9
1988-08-15,14.99,25.1,91.45
1988-08-16,20.35,25.0,93.16
1988-08-17,58.69,24.74,93.75
1988-08-18,85.41,24.69,92.95
1988-08-19,35.57,25.03,92.0
1988-08-20,15.0,25.12,91.73
1988-08-21,6.61,25.24,91.7
1988-08-22,9.26,25.21,91.42
1988-08-23,12.8,25.2,90.59
1988-08-24,9.14,24.85,88.74
1988-08-25,2.92,24.82,88.64
1988-08-26,15.82,24.92,89.86
1988-08-27,7.12,24.69,91.25
1988-08-28,24.61,24.68,90.41
1988-08-29,32.26,24.0,90.97
1988-08-30,13.72,24.22,89.73
1988-08-31,3.05,24.82,90.61
1988-09-01,3.34,25.37,88.05
1988-09-02,13.44,25.35,88.17
1988-09-03,51.1,25.02,92.35
1988-09-04,10.47,25.36,89.1
1988-09-05,3.15,25.33,88.48
1988-09-06,0.48,25.01,85.91
1988-09-07,1.52,24.4,84.65
1988-09-08,0.38,24.38,88.65
1988-09-09,23.2,24.55,89.69
1988-09-10,37.62,24.51,89.89
1988-09-11,11.93,24.58,90.7
1988-09-12,6.41,25.37,90.53
1988-09-13,5.78,26.33,87.44
1988-09-14,12.54,25.85,90.02
1988-09-15,13.66,25.5,91.99
1988-09-16,5.67,25.1,89.94
1988-09-17,18.74,24.77,89.47
1988-09-18,32.33,24.97,87.15
1988-09-19,22.96,25.09,89.5
1988-09-20,17.71,25.65,88.69
1988-09-21,23.4,25.62,87.87
1988-09-22,21.2,25.58,89.91
1988-09-23,11.14,25.53,91.66
1988-09-24,5.22,25.35,89.89
1988-09-25,2.53,24.73,89.24
1988-09-26,29.47,24.45,89.71
1988-09-27,38.97,24.37,89.29
1988-09-28,5.05,24.83,85.48
1988-09-29,3.06,25.11,86.05
1988-09-30,6.51,25.23,86.96
1988-10-01,8.3,25.3,88.39
1988-10-02,32.22,25.13,89.35
1988-10-03,22.35,25.05,87.51
1988-10-04,11.34,25.01,90.85
1988-10-05,1.13,24.91,91.32
1988-10-06,12.91,25.1,91.14
1988-10-07,10.03,24.92,89.43
1988-10-08,1.53,25.2,85.83
1988-10-09,0.03,25.61,82.34
1988-10-10,0.02,25.93,81.3
1988-10-11,0.05,25.61,81.92
1988-10-12,0.03,25.43,84.27
1988-10-13,0.0,25.52,85.42
1988-10-14,0.0,25.94,83.87
1988-10-15,0.0,25.98,82.52
1988-10-16,0.0,26.06,81.42
1988-10-17,0.0,26.31,76.36
1988-10-18,0.03,25.69,76.13
1988-10-19,0.05,26.07,83.75
1988-10-20,0.04,25.98,82.98
1988-10-21,0.03,25.93,78.94
1988-10-22,0.02,25.74,81.48
1988-10-23,0.2,26.26,81.56
1988-10-24,0.38,26.95,83.09
1988-10-25,0.8,26.43,83.03
1988-10-26,3.54,25.99,82.46
1988-10-27,1.74,26.17,79.58
1988-10-28,0.1,26.25,73.06
1988-10-29,0.01,25.72,72.33
1988-10-30,0.02,25.66,74.51
1988-10-31,0.05,26.18,71.98
1988-11-01,0.1,25.85,74.41
1988-11-02,0.03,26.15,76.98
1988-11-03,0.11,26.4,80.07
1988-11-04,0.1,26.37,80.23
1988-11-05,0.24,27.12,76.23
1988-11-06,0.13,27.12,75.31
1988-11-07,1.29,26.67,78.28
1988-11-08,2.35,26.35,78.45
1988-11-09,0.27,26.84,71.2
1988-11-10,0.45,26.11,70.87
1988-11-11,0.16,25.61,67.49
1988-11-12,1.88,25.54,69.28
1988-11-13,0.14,26.43,74.39
1988-11-14,0.63,26.63,71.71
1988-11-15,0.05,26.2,72.2
1988-11-16,0.0,25.69,68.33
1988-11-17,0.0,26.44,67.18
1988-11-18,0.03,25.98,70.36
1988-11-19,0.02,26.27,64.95
1988-11-20,0.04,25.95,60.42
1988-11-21,0.04,25.74,60.66
1988-11-22,0.0,25.71,66.81
1988-11-23,0.0,25.0,68.97
1988-11-24,0.0,24.73,71.34
1988-11-25,0.0,25.23,70.11
1988-11-26,0.01,25.16,69.67
1988-11-27,0.0,25.1,69.68
1988-11-28,0.04,24.86,68.61
1988-11-29,0.02,25.1,68.95
1988-11-30,0.02,25.08,62.4
1988-12-01,0.0,24.35,53.39
1988-12-02,0.0,24.45,61.28
1988-12-03,0.0,25.72,69.03
1988-12-04,0.04,26.72,69.8
1988-12-05,0.04,26.65,70.75
1988-12-06,0.05,25.75,63.0
1988-12-07,0.04,25.75,64.48
1988-12-08,0.0,25.8,64.26
1988-12-09,0.01,25.9,66.84
1988-12-10,0.06,26.35,65.48
1988-12-11,0.01,26.52,61.81
1988-12-12,0.07,26.77,66.71
1988-12-13,3.04,26.26,75.86
1988-12-14,2.21,26.75,74.03
1988-12-15,0.82,26.6,73.13
1988-12-16,0.39,26.8,64.34
1988-12-17,0.03,25.6,56.52
1988-12-18,0.0,24.95,55.47
1988-12-19,0.0,26.18,62.76
1988-12-20,0.0,26.38,60.23
1988-12-21,0.0,25.92,57.72
1988-12-22,0.0,25.93,57.14
1988-12-23,0.0,25.69,54.0
1988-12-24,0.0,24.65,59.12
1988-12-25,0.0,25.43,61.3
1988-12-26,0.0,25.52,57.19
1988-12-27,0.0,25.61,58.63
1988-12-28,0.0,25.66,54.18
1988-12-29,0.0,25.36,50.57
1988-12-30,0.0,25.43,53.42
1988-12-31,0.0,25.94,57.08
1989-01-01,0.0,25.87,57.45
1989-01-02,0.0,25.77,57.47
1989-01-03,0.0,26.54,62.42
1989-01-04,0.0,27.1,63.66
1989-01-05,0.06,27.15,61.95
1989-01-06,0.03,26.97,60.67
1989-01-07,0.02,26.32,60.47
1989-01-08,0.01,25.85,60.8
1989-01-09,0.0,26.19,56.93
1989-01-10,0.0,26.48,54.43
1989-01-11,0.0,26.06,51.77
1989-01-12,0.09,26.06,52.03
1989-01-13,0.0,26.15,52.31
1989-01-14,0.0,26.12,53.42
1989-01-15,0.0,26.34,52.89
1989-01-16,0.0,26.96,48.64
1989-01-17,0.0,27.28,57.03
1989-01-18,0.04,27.46,58.04
1989-01-19,0.39,26.75,64.3
1989-01-20,0.01,26.94,59.4
1989-01-21,0.0,26.54,56.55
1989-01-22,0.0,26.63,53.33
1989-01-23,0.0,26.78,58.75
1989-01-24,0.0,26.88,60.16
1989-01-25,0.0,26.58,60.57
1989-01-26,0.0,27.16,61.22
1989-01-27,0.0,27.8,56.86
1989-01-28,0.0,27.54,50.62
1989-01-29,0.0,27.24,47.87
1989-01-30,0.0,27.17,44.21
1989-01-31,0.0,27.08,43.57
1989-02-01,0.0,26.77,44.27
1989-02-02,0.0,27.02,44.66
1989-02-03,0.0,27.21,41.21
1989-02-04,0.0,27.26,43.48
1989-02-05,0.0,26.77,46.76
1989-02-06,0.0,27.2,55.11
1989-02-07,0.06,27.15,47.9
1989-02-08,0.0,26.77,48.58
1989-02-09,0.0,26.74,53.73
1989-02-10,0.0,26.85,56.19
1989-02-11,0.0,27.2,56.11
1989-02-12,0.0,27.08,49.54
1989-02-13,0.0,27.4,54.26
1989-02-14,0.0,27.36,52.43
1989-02-15,0.0,28.2,47.83
1989-02-16,0.0,28.25,49.63
1989-02-17,0.0,27.8,54.83
1989-02-18,0.0,27.4,58.75
1989-02-19,0.0,27.48,55.75
