Date,ALLSKY_SFC_SW_DWN,PS,WS2M,RH2M,T2M,PRECTOTCORR
11-08-1993,11.83,99.31,2.32,92.6,24.5,20.31
12-08-1993,19.19,99.14,2.26,91.9,24.86,39.18
13-08-1993,20.46,99.11,2.89,92.05,25.05,48.2
14-08-1993,5.8,99.18,3.18,91.78,25.05,65.48
15-08-1993,17.1,99.15,3.06,90.8,25.01,52.72
16-08-1993,19.5,99.12,2.93,91.31,24.9,32.94
17-08-1993,21.35,99.16,2.91,91.22,24.94,38.74
18-08-1993,17.93,99.24,2.51,91.35,24.76,20.77
19-08-1993,19.44,99.16,2.75,89.66,25.15,6.09
20-08-1993,22.38,99.21,2.68,89.73,24.9,6.41
21-08-1993,23.54,99.1,2.66,89.33,24.87,7.85
22-08-1993,22.92,99.04,2.77,88.98,24.89,5.78
23-08-1993,18.72,99.16,2.7,88.45,24.92,10.07
24-08-1993,23.81,99.24,2.72,89.07,25.02,11.73
25-08-1993,16.62,99.23,2.43,90.59,24.84,25.05
26-08-1993,16.46,99.15,2.51,92.29,24.84,28.56
27-08-1993,20.03,99.01,2.25,90.68,25.08,11.32
28-08-1993,19.52,98.95,2.36,89.02,25.4,3.72
29-08-1993,19.64,98.92,2.21,89.41,25.31,6.86
30-08-1993,19.39,98.99,2.62,90.3,24.53,5.33
31-08-1993,11.37,99.13,2.48,90.49,23.15,10.29
01-09-1993,8.55,99.11,1.36,89.37,23.68,38.87
02-09-1993,16.75,99.16,1.83,89.06,24.61,8.88
03-09-1993,16.72,99.15,2.53,91.06,24.37,6.25
04-09-1993,17.72,99.1,2.98,89.91,24.67,5.06
05-09-1993,9.37,99.14,2.74,90.92,24.64,8.6
06-09-1993,23.37,99.3,1.88,88.98,24.49,10.24
07-09-1993,18.24,99.17,2.33,89.12,25.14,9.69
08-09-1993,18.34,99.15,1.91,88.57,24.99,9.64
09-09-1993,20.77,99.19,1.86,87.63,25.09,5.8
10-09-1993,21.24,99.23,1.66,87.36,25.16,1.49
11-09-1993,20.8,99.26,1.57,88.61,25.33,3.92
12-09-1993,19.05,99.21,1.41,87.69,25.23,8.25
13-09-1993,19.61,99.14,1.99,86.95,25.32,2.2
14-09-1993,20.79,99.17,1.91,85.44,25.62,2.04
15-09-1993,23.8,99.22,1.57,85.17,25.5,1.33
16-09-1993,21.07,99.12,2.13,86.78,25.57,3.73
17-09-1993,23.89,99.14,1.96,84.95,25.53,0.18
18-09-1993,17.54,99.11,2.27,83.81,25.88,0.1
19-09-1993,22.74,99.08,2.03,86.89,25.5,0.5
20-09-1993,19.42,99.02,2.03,87.36,25.28,2.7
21-09-1993,20.62,98.96,2.32,87.99,25.29,1.16
22-09-1993,22.15,98.87,2.5,87.24,25.35,1.75
23-09-1993,20.67,98.88,3.12,87.71,25.64,4.04
24-09-1993,19.33,98.99,2.63,85.33,25.42,9.07
25-09-1993,23.55,99.07,2.02,86.22,24.94,5.72
26-09-1993,22.88,99.08,1.65,87.05,25.05,4.74
27-09-1993,22.28,99.06,1.81,86.48,25.35,8.78
28-09-1993,19.74,98.99,1.18,81.63,25.57,7.64
29-09-1993,8.22,99,1.69,85.19,26.07,0.97
30-09-1993,17.82,99,2.49,89,26.31,2.22
01-10-1993,16.92,99.06,2.09,89.07,25.62,2.93
02-10-1993,16.24,99.09,1.32,89.4,24.97,23.15
03-10-1993,7.69,99.08,1.61,90.27,24.61,20.69
04-10-1993,6.37,99.17,2.69,91.34,24.75,48.1
05-10-1993,11.85,99.07,2.54,90.27,25.69,111.55
06-10-1993,17.76,98.97,3.09,90.5,25.91,38.81
07-10-1993,19.12,98.89,3.68,91.63,25.87,7.56
08-10-1993,2.8,98.98,3.52,90.02,25.46,16.33
09-10-1993,13.11,99.08,2.66,92.07,25.18,42.88
10-10-1993,10.01,98.82,3.1,92.23,25.13,25.23
11-10-1993,16.24,98.78,2.16,91.25,24.83,15.69
12-10-1993,18.72,98.91,1.72,89.79,24.73,4.24
13-10-1993,16.91,98.95,1.71,90.17,25.02,4.93
14-10-1993,20.63,98.99,1.27,85.88,25.18,2.26
15-10-1993,22.93,99.02,2,89.71,24.95,8.09
16-10-1993,20.1,99.04,2.41,89.06,25.69,4.21
17-10-1993,21.46,99.18,1.22,87.02,25.81,2.16
18-10-1993,16.63,99.25,1.04,85.33,26.07,7.46
19-10-1993,15.51,99.17,1.55,89.23,25.5,4.77
20-10-1993,18.74,99.11,1.25,85.83,25.38,6.76
21-10-1993,16.63,99.18,2.01,89.61,25.24,5.43
22-10-1993,2.48,99.37,1.68,91.74,24.48,6.42
23-10-1993,20.57,99.32,1.81,89.87,24.9,7.27
24-10-1993,19.17,99.25,0.8,86.3,25.44,2.56
25-10-1993,21.07,99.3,0.94,82.23,25.89,0.95
26-10-1993,18.86,99.3,1.13,78.71,26.21,1.08
27-10-1993,21.95,99.25,1.18,76.39,25.85,0.11
28-10-1993,20.51,99.19,1.1,78.26,26.9,0.07
29-10-1993,20.56,99.16,1.07,77.37,26.67,0
30-10-1993,18.81,99.13,1.15,79.24,27.07,0.23
31-10-1993,16.93,99.1,1.47,83.39,26.81,1.41
01-11-1993,19.63,99.12,1.28,83.92,26.69,2.4
02-11-1993,18.3,99.12,1.23,88.07,25.94,3.78
03-11-1993,14.13,99.08,1.8,84.66,26.21,7.85
04-11-1993,15.36,99.04,1.27,83.52,26.42,4.9
05-11-1993,18.8,98.9,1.2,82.93,26.44,0.63
06-11-1993,18.14,98.9,1.04,77.11,26.78,0.21
07-11-1993,19.69,98.93,1.4,77.12,26.78,0.27
08-11-1993,16.81,98.91,0.86,77.11,26.46,0.83
09-11-1993,7.96,98.71,2.69,81.56,24.59,3.25
10-11-1993,18.8,98.64,2.02,82.8,25.32,2.37
11-11-1993,19.87,98.9,2.86,84.14,26.25,3.66
12-11-1993,18.16,99.15,2.88,87.56,26.43,6.05
13-11-1993,19.76,99.19,1.67,86.2,26.04,6.45
14-11-1993,20.55,99.26,1.04,83.43,25.44,1.14
15-11-1993,11.7,99.3,1.08,83.97,25.23,1.5
16-11-1993,17.2,99.31,1.14,88.8,24.91,5.25
17-11-1993,18.62,99.23,2.66,89.69,25.51,2.64
18-11-1993,14.65,99.21,2.35,86.37,25.64,0.24
19-11-1993,16.1,99.16,1.13,77.41,25.45,0.05
20-11-1993,19.29,99.22,1.06,73.09,25.35,0.17
21-11-1993,20.41,99.25,1.27,70.03,25.39,0
22-11-1993,20.07,99.23,1.27,69.95,24.85,0
23-11-1993,17.52,99.24,1.33,72.41,24.72,0
24-11-1993,17.55,99.26,1.26,75.3,25.35,0.04
25-11-1993,18.89,99.27,1.27,76.17,25.91,0.15
26-11-1993,19.58,99.21,1.38,73.78,26.47,0.19
27-11-1993,19.58,99.23,1.07,67.58,25.61,0.09
28-11-1993,19.02,99.24,1.81,68.04,23.59,0
29-11-1993,18.53,99.29,1.48,68.92,23.67,0
30-11-1993,19.28,99.23,1.85,72.46,24.25,0
01-12-1993,16.39,99.12,1.23,76.14,25.49,0.01
02-12-1993,18.11,99.03,1.45,76.17,25.7,0.18
03-12-1993,18.72,99.01,1.47,72.55,24.63,0.04
04-12-1993,15.8,98.82,2.11,72.15,23.87,0.45
05-12-1993,8.62,98.88,1.87,85.1,23.78,4.37
06-12-1993,17.27,99.15,2.1,85.8,25.76,1.81
07-12-1993,10.85,99.25,1.37,84.02,25.82,24.45
08-12-1993,16.03,99.28,1.09,72.49,25.16,4.89
09-12-1993,18.98,99.27,1.14,73.25,24.66,4.82
10-12-1993,18.07,99.24,1.09,70.91,25.07,0
11-12-1993,18.31,99.21,1.22,70.7,24.84,0
12-12-1993,18.4,99.2,1.31,74.67,25.57,0.01
13-12-1993,16.01,99.29,1.27,74.15,25.06,0.03
14-12-1993,18.96,99.38,1.32,71.2,24.72,0
15-12-1993,18.86,99.39,1.25,68.16,24.37,0
16-12-1993,18.71,99.4,1.17,69.4,24.66,0
17-12-1993,19.37,99.46,1.33,71.44,24.95,0
18-12-1993,16.06,99.51,1.26,69.88,24.8,0
19-12-1993,18.79,99.52,1.33,67.09,24.72,0
20-12-1993,18.66,99.37,1.06,63.26,24.88,0
21-12-1993,19.23,99.36,1.18,67.45,25.1,0
22-12-1993,17.92,99.4,1.33,74.26,26.01,0.21
23-12-1993,20.99,99.49,1.48,72.73,25.47,0.27
24-12-1993,19.41,99.52,1.5,66.66,24.95,0.02
25-12-1993,19,99.61,1.59,65.13,24.68,0
26-12-1993,18.08,99.61,1.44,61.95,24.41,0
27-12-1993,17.96,99.46,1.39,63.75,23.72,0
28-12-1993,18.52,99.38,1,65.87,24.58,0
29-12-1993,18.69,99.36,1.07,66.74,25.88,0.02
30-12-1993,18.94,99.41,1.41,70.06,26.1,0.04
31-12-1993,18.72,99.42,1.04,67.02,26.29,0.04
01-01-1994,18.88,99.37,1.4,61.98,25.71,0.05
02-01-1994,18.75,99.38,1.33,64.11,25.27,0.05
03-01-1994,17.05,99.4,1.29,65.11,25.23,0
04-01-1994,18.79,99.35,1.4,61.24,25.01,0
05-01-1994,17.7,99.21,1.59,59.24,24.68,0
06-01-1994,18.36,99.21,1.73,59.39,25.02,0
07-01-1994,18.7,99.26,1.79,65.76,25.95,0
08-01-1994,19.03,99.27,1.67,65.26,26.11,0
09-01-1994,18.88,99.28,1.4,64.22,25.91,0
10-01-1994,18.6,99.28,1.44,63.3,25.35,0.02
11-01-1994,18.84,99.26,1.48,68.82,24.65,0.08
12-01-1994,11.04,99.25,1.08,76.77,25.44,0.07
13-01-1994,18.48,99.22,1.32,79.07,25.85,0.12
14-01-1994,18.68,99.09,1.66,75.77,26.11,0.23
15-01-1994,19.63,98.98,2.3,76.03,25.89,0.07
16-01-1994,18.76,98.95,2.02,72.9,26.23,0.01
17-01-1994,18.96,99.1,1.8,74.86,26.57,0.01
18-01-1994,18.75,99.31,1.56,76.18,26.18,0.26
19-01-1994,19.15,99.28,1.88,75.93,26.27,0.56
20-01-1994,19.23,99.19,1.56,74.21,26.31,0.09
21-01-1994,18.95,99.18,1.33,67.16,26.96,0.84
22-01-1994,19.76,99.24,1.78,58.92,25.49,1.01
23-01-1994,19.31,99.34,1.29,54.74,25.7,0
24-01-1994,21.09,99.35,1.25,56.33,26.67,0
25-01-1994,20.4,99.33,1.37,55.28,26.27,0
26-01-1994,19.6,99.28,1.39,57.24,26,0
27-01-1994,19.72,99.43,1.3,62.12,26.2,0
28-01-1994,18.75,99.44,1.1,59.17,26.02,0
29-01-1994,19.62,99.23,1.45,63.61,25.75,0
30-01-1994,19.98,99.1,1.43,68.84,25.98,0.02
31-01-1994,20.81,99.04,2.05,68.47,26.3,0
01-02-1994,19.55,99.12,2.32,68.02,25.91,0
02-02-1994,19.48,99.17,1.67,64.56,26.45,0
03-02-1994,19.68,99.15,1.48,59.69,26.8,0
04-02-1994,21.08,99.28,1.57,62.35,26.14,0.01
05-02-1994,19.45,99.15,1.83,65.85,26.56,0
06-02-1994,19.95,99.13,1.9,63.97,27.3,0
07-02-1994,19.8,99.14,1.82,60.82,27.8,0.04
08-02-1994,21.04,99.04,2.72,64.62,26.93,0.05
09-02-1994,21.01,99,2.81,62.05,27.01,0
10-02-1994,22.69,99.04,2.52,64.31,26.97,0.08
11-02-1994,19.67,99.03,3.07,67.03,26.51,0.01
12-02-1994,20.9,99.03,2.82,65.74,26.2,0.02
13-02-1994,19.39,99.16,2.14,67.44,26.35,0.07
14-02-1994,20.63,99.28,2.28,71.67,26.42,0.06
15-02-1994,21.07,99.27,2.15,70.78,26.69,2.17
16-02-1994,20.41,99.23,2.55,68.94,27.31,0.5
17-02-1994,21.31,99.31,2.48,66.62,27.41,0.1
18-02-1994,21.86,99.25,1.86,61.23,27.6,0.02
19-02-1994,22.26,99.2,1.99,60.46,27.74,0
20-02-1994,22.49,99.29,2.22,63.95,27.13,0
21-02-1994,23.11,99.24,2.88,66.07,26.53,0
22-02-1994,21.32,99.06,3.26,64.53,26.13,0
23-02-1994,21.19,99.06,2.51,62.45,26.93,0
24-02-1994,22.14,99.22,2.01,62.94,27.72,0
25-02-1994,20.85,99.3,1.72,60.77,28.13,0.01
26-02-1994,22.29,99.2,1.8,55.28,28.01,0
27-02-1994,22.21,99.16,1.76,61.55,27.55,0
28-02-1994,22.86,99.23,1.44,59.22,27.52,0
01-03-1994,21.13,99.3,1.86,64.03,27.42,0
02-03-1994,20.81,99.31,1.9,61.48,27.89,0.02
03-03-1994,21.06,99.27,1.7,55.28,28.23,0.01
04-03-1994,22.63,99.29,1.66,49.2,27.96,0
05-03-1994,23.46,99.23,1.56,51.75,27.98,0
06-03-1994,22.77,99.18,1.79,60.57,28.06,0
07-03-1994,21.05,99.16,1.93,63.21,28.61,0
08-03-1994,22.28,99.1,1.62,59.79,28.68,0
09-03-1994,22.34,99.19,1.48,61.29,29.06,0
10-03-1994,22.09,99.34,1.61,62.61,28.8,0.01
11-03-1994,22.17,99.25,1.77,61.71,29.04,0
12-03-1994,23.3,99.19,1.91,59.04,29.05,0
13-03-1994,22.98,99.18,1.64,62.95,28.64,0
14-03-1994,22.5,99.18,1.63,64.19,28.61,0.08
15-03-1994,22.08,99.12,1.63,63.61,28.85,0
16-03-1994,22.34,99.17,1.79,61.16,29.52,0
17-03-1994,23.32,99.14,1.82,59.82,29.67,0
18-03-1994,22.82,99.14,2.09,62.01,30,0.01
19-03-1994,22.37,99.13,1.88,65.71,29.44,0.12
20-03-1994,20.76,99.06,2.42,67.3,28.79,0.17
21-03-1994,23.11,98.92,2.22,69.53,28.49,0.11
22-03-1994,23.27,99.02,1.99,67.35,29.18,0.05
23-03-1994,23.13,99.19,1.83,70.27,28.43,0.02
24-03-1994,23.79,99.22,2.16,66.86,28.42,0.01
25-03-1994,23.02,99.04,1.98,66.58,28.63,0
26-03-1994,22,99.25,1.71,68.06,28.81,0.06
27-03-1994,23.18,99.28,1.98,68.4,28.81,0.04
28-03-1994,21.97,99.23,1.93,67.11,29.24,0.02
29-03-1994,22.68,99.21,1.79,65.46,29.76,0.14
30-03-1994,22.9,99.3,1.64,65.49,29.75,0.1
31-03-1994,23.71,99.36,1.53,68.95,28.99,0.14
01-04-1994,20.7,99.25,2.14,73.17,27.5,5.83
02-04-1994,24.59,99.07,2.1,65.81,28.15,0.94
03-04-1994,23.93,99,2.07,64.66,29.12,0.24
04-04-1994,20.7,99.12,1.94,63.78,29.51,0.59
05-04-1994,25.71,99.21,2.13,64.32,29.19,0.72
06-04-1994,23.63,99.14,1.73,68.09,28.71,3.12
07-04-1994,20.62,98.95,2.52,70.98,28.32,1.85
08-04-1994,11.63,98.83,1.75,69.89,28.46,1.43
09-04-1994,23.15,98.98,1.44,72.49,28.36,1.29
10-04-1994,21.57,99.12,1.47,75.38,27.63,1.51
11-04-1994,21.74,99.1,2.11,79.17,27.35,2.82
12-04-1994,16.78,99.08,1.79,82.59,26.97,51.06
13-04-1994,23.88,99.19,1.35,78.42,27.57,9.07
14-04-1994,23.69,99.21,1.85,77.47,28.32,1.92
15-04-1994,25.12,99.24,1.23,77.01,28.06,1.54
16-04-1994,24.12,99.28,1.13,79.41,27.73,1.04
17-04-1994,23.85,99.23,1.72,79.43,27.77,12
18-04-1994,16.1,99.1,1.95,76.63,28.09,5.87
19-04-1994,23.06,99.04,2.1,72.91,28.25,0.06
20-04-1994,24.79,98.98,2.19,71.82,28.15,0.02
21-04-1994,25.05,98.95,1.94,73.49,28.5,0.1
22-04-1994,23.28,98.93,2.16,74.01,28.52,0.02
23-04-1994,23.57,98.94,2.22,71.07,28.96,0.03
24-04-1994,24.7,98.98,2.51,70.58,29.2,0.02
25-04-1994,24.75,98.95,2.62,67.86,29.18,0.02
26-04-1994,24.64,98.85,2.37,68.4,29.3,0.01
27-04-1994,23.21,98.98,1.93,71.72,29.1,0.09
28-04-1994,22.53,98.98,1.96,70.2,29.32,0.11
29-04-1994,24.37,98.91,1.94,69.77,29.44,0.1
30-04-1994,25.16,98.83,2.34,66.1,29.1,0.03
01-05-1994,23.64,98.93,2.43,67.32,28.41,0.29
02-05-1994,23.2,98.98,2.41,66.01,28.71,0.02
03-05-1994,24.26,99.11,2.32,63.94,28.93,0.02
04-05-1994,23.85,99.25,2.25,67.14,28.96,0.16
05-05-1994,24.45,99.14,2.42,71.57,29.09,1.16
06-05-1994,21.86,99.21,2.22,69.72,28.38,0.34
07-05-1994,21.41,99.25,2.21,68.7,28.75,0.85
08-05-1994,23.55,99.25,2.65,70.53,28.66,0.47
09-05-1994,24.35,99.14,2.79,70.57,28.82,0.18
10-05-1994,24.24,99.09,2.88,68.37,28.85,0.06
11-05-1994,22.86,99,2.92,66.3,29.11,0.05
12-05-1994,23.59,98.98,2.75,67.2,29.31,0.08
13-05-1994,20.86,99.07,2.15,69.25,29.44,0.12
14-05-1994,18.15,99.1,2.14,70.32,28.94,0.24
15-05-1994,16.65,99.03,1.88,70.19,29.01,0.21
16-05-1994,22.61,99.03,2.14,69.11,29.11,0.29
17-05-1994,24.3,99.09,2.06,69.65,28.95,0.55
18-05-1994,21.74,99.01,2.44,65.57,29.42,0.32
19-05-1994,24.15,98.91,2.65,64.71,29.99,0.17
20-05-1994,22.1,98.99,2.6,66.15,30.01,0.37
21-05-1994,18.08,99.05,2.43,71.69,29.07,1.47
22-05-1994,20.86,99.02,2.04,78.62,27.95,6.37
23-05-1994,23.52,98.88,2.66,79.07,28.08,3.88
24-05-1994,21.33,98.78,2.87,74.14,28.32,0.45
25-05-1994,21.96,98.74,2.94,69.42,28.87,0.42
26-05-1994,23.36,98.69,3.23,71.19,28.98,2.13
27-05-1994,17.87,98.63,2.79,80.26,27.29,2.69
28-05-1994,7.56,98.5,4.12,89.84,26.76,30.71
29-05-1994,12.39,98.68,2.01,87.61,26.88,26.16
30-05-1994,20.08,98.72,2.44,86.93,26.74,3.13
31-05-1994,15.85,98.69,3.01,86.95,27.08,3.3
01-06-1994,7.31,98.69,2.44,84.72,27.03,5.42
02-06-1994,3.23,98.64,2.74,89.18,26.71,51.96
03-06-1994,8.56,98.56,3.38,91.17,26.57,73.8
04-06-1994,7.9,98.26,4.44,91.93,26.88,26.43
05-06-1994,16.5,98.33,4.15,89.97,26.17,114.72
06-06-1994,13.07,98.5,2.02,86.13,26.02,141.09
07-06-1994,3.14,98.68,2.38,89.64,26.14,43.2
08-06-1994,15.63,98.84,2.63,88.51,25.81,30.41
09-06-1994,14.22,98.8,3.41,89.05,25.67,71.03
10-06-1994,12.03,98.79,2.7,85.3,25.31,17.03
11-06-1994,9.05,98.85,4.07,87.1,25.08,44.9
12-06-1994,8.52,98.92,3.34,90.72,25.41,60.17
13-06-1994,9.26,98.97,3.9,92.05,25.72,92.19
14-06-1994,11.43,99.02,3.78,88.78,25.6,58.8
15-06-1994,16.08,98.9,3.15,90.58,25.35,57.37
16-06-1994,22.8,98.83,3.73,90.69,25.79,39.32
17-06-1994,19.42,98.92,3.14,90.14,25.63,19.6
18-06-1994,19.43,98.91,3.12,89.63,25.62,13.93
19-06-1994,20.36,98.89,3.04,88.38,25.6,6.35
20-06-1994,21.03,98.95,2.96,88.29,25.39,13.96
21-06-1994,20.91,98.94,2.94,87.23,25.47,3.8
22-06-1994,19.38,98.88,3,86.15,25.53,0.77
23-06-1994,18.66,98.86,3.19,86.6,25.73,6.18
24-06-1994,14.74,98.85,3.12,87.07,25.79,14.38
25-06-1994,6.13,98.86,3.34,88.56,25.7,30.03
26-06-1994,10.65,98.81,3.55,88.82,25.63,72.77
27-06-1994,19.11,98.74,3.37,88.14,25.51,99.73
28-06-1994,17.78,98.72,3.38,89.75,25.67,30.7
29-06-1994,7.4,98.75,3.41,91.44,25.7,101.96
30-06-1994,10.45,98.79,3.66,90.51,25.43,82.48
01-07-1994,14.81,98.78,3.2,90.83,25.1,63.18
02-07-1994,11.06,98.89,3.55,91.07,25.31,72.72
03-07-1994,11.4,98.87,3.3,89.67,25.61,68.45
04-07-1994,9.48,98.82,2.74,90.62,25.66,44.15
05-07-1994,15.06,99.02,1.98,91.58,24.7,16.48
06-07-1994,12.12,99.13,2.61,91.15,24.79,19.65
07-07-1994,14.6,99.15,2.42,86.63,25.11,7.7
08-07-1994,8.69,99.07,2.27,91.42,24.86,18.82
09-07-1994,19.86,99.07,2.92,90.22,25.35,19.55
10-07-1994,15,99.12,3.21,88.61,24.38,32.82
11-07-1994,8.23,98.95,4.08,88.1,24.99,30.73
12-07-1994,13.38,98.88,4.68,87.53,25.56,75.83
13-07-1994,4.51,98.92,4.48,90.95,25.43,99.32
14-07-1994,10.95,98.83,4.53,90.54,25.65,73.39
15-07-1994,13.51,98.85,4.07,89.19,25.92,60.68
16-07-1994,16.16,98.9,3.64,89.54,25.81,30.94
17-07-1994,17.27,99.01,3.48,89.14,25.51,28.69
18-07-1994,12.04,99.09,3.32,87.32,25.07,30.99
19-07-1994,15.52,99.04,2.89,89.29,25.08,44.5
20-07-1994,17.7,99.03,3.44,88.55,25.01,24.07
21-07-1994,4.03,99.03,3.26,88.11,24.99,35.98
22-07-1994,15.61,99.08,3.08,88.43,25.21,43.79
23-07-1994,13.51,99.02,3.19,88.65,25.53,63.85
24-07-1994,16.4,98.98,2.88,90.94,25.51,54.15
25-07-1994,23.14,98.96,2.56,90.94,25.19,17.73
26-07-1994,21.04,98.86,2.42,91.43,24.87,16.68
27-07-1994,3.7,98.86,3.01,90.79,24.59,81.65
28-07-1994,12.02,98.93,3.44,89.64,24.55,54.6
29-07-1994,3.68,98.88,3.69,90.85,24.82,45.65
30-07-1994,18.25,98.81,3.32,92.16,24.87,84.13
31-07-1994,18.72,98.84,3.93,91.92,25.06,57.54
01-08-1994,18.64,98.86,3.86,92.28,24.79,18.03
02-08-1994,18.21,98.82,3.61,91,24.99,17.57
03-08-1994,15.53,98.94,3.07,91.81,24.85,28.1
04-08-1994,16.7,99.05,2.73,90.99,24.84,58.57
05-08-1994,18.57,99.02,3.09,90.27,25.17,54.26
06-08-1994,19.89,99.03,2.94,88.96,25.22,11.63
07-08-1994,19.28,99.14,2.71,88.51,25.18,10.82
08-08-1994,20.42,99.12,2.5,88.93,25.2,2.05
09-08-1994,19.68,99,2.07,88.39,25.26,0.17
10-08-1994,17.68,98.98,2.36,87.46,25.44,1.94
11-08-1994,18.75,99.03,2.57,87.13,25.3,5.85
12-08-1994,15.99,99.14,2.34,88.82,24.26,67.15
13-08-1994,19.52,99.21,2.37,86.83,24.21,10.69
14-08-1994,19.59,99.25,1.72,85.91,24.69,3.23
15-08-1994,22.08,99.14,2.41,87.67,25.73,1.48
16-08-1994,16.31,99.09,2.26,87.11,25.78,0.93
17-08-1994,22.65,99.1,2.55,89.03,25.1,6.28
18-08-1994,17.26,98.95,3.22,90.1,25.13,33.48
19-08-1994,10.38,98.86,3.59,90.61,24.67,104.86
20-08-1994,3.24,98.86,2.91,88.65,25.23,56.45
21-08-1994,3.48,98.94,2.6,92.2,25.13,32.37
22-08-1994,16.51,98.98,2.83,90.68,25.38,59.01
23-08-1994,12.22,99.05,2.84,93.17,24.97,16.24
24-08-1994,20.92,99.15,2.56,91.52,24.63,29.05
25-08-1994,21.92,99.14,2.31,89.94,24.86,23.36
26-08-1994,16.46,99.13,2.13,90.58,24.79,11.84
27-08-1994,20,99.15,2.59,90.06,25.13,15.22
28-08-1994,18.3,99.17,3.24,88.12,24.86,35.93
29-08-1994,4.54,99.06,3.37,88.21,24.61,45.23
30-08-1994,21.08,98.96,3.16,91.02,24.96,31.55
31-08-1994,22.31,98.87,3.61,91.45,25.06,26.97
01-09-1994,19.06,98.9,2.99,91.04,25.12,21.3
02-09-1994,20.09,98.95,2.67,90.73,25.2,25.45
03-09-1994,17.21,99.03,2.47,90.25,25.12,14.53
04-09-1994,11.83,99.16,3.45,89.49,24.5,20.34
05-09-1994,18.84,99.2,3.23,90.23,24.49,19.65
06-09-1994,19.17,99.12,2.96,89.92,24.66,14.84
07-09-1994,23.33,99.08,2.58,89.26,24.66,12.98
08-09-1994,20.53,99.23,2.4,88.41,24.9,10.24
09-09-1994,21.39,99.31,2.28,87.42,24.99,3.6
10-09-1994,19.07,99.23,2.19,88.26,24.53,6.19
11-09-1994,23.41,99.26,1.97,86.8,24.79,4.11
12-09-1994,23.49,99.26,1.75,87.85,24.82,1.2
13-09-1994,21.92,99.16,1.58,86.91,24.92,0.18
14-09-1994,20.86,99.17,1.92,88.25,24.33,1.61
15-09-1994,20.07,99.12,1.79,88.13,24.17,2.34
16-09-1994,21.45,99.23,2.13,86.8,24.37,6.68
17-09-1994,22.89,99.29,2.39,84.57,24.22,2.09
18-09-1994,21.9,99.29,1.72,83.36,24.18,0.02
19-09-1994,21.89,99.25,1.73,84.07,24.41,0.47
20-09-1994,22.52,99.28,1.57,82.17,24.49,0.02
21-09-1994,21.76,99.26,1.75,84.3,25.01,0.06
22-09-1994,20.13,99.28,2,85,25,0.01
23-09-1994,21.86,99.32,1.77,82.07,24.91,0
24-09-1994,22.84,99.35,1.49,78.57,24.69,0.03
25-09-1994,22.73,99.35,1.95,81.67,25.03,0.32
26-09-1994,17.69,99.33,2.08,82.58,25.46,0.23
27-09-1994,16.81,99.27,2.38,79.84,25.88,0.35
28-09-1994,17.07,99.15,2.36,87.23,25.43,7.79
29-09-1994,18.42,99.04,1.49,85.12,26.14,5.26
30-09-1994,21.14,98.99,1.23,85.25,26.2,2.26
01-10-1994,17.78,98.97,2.23,92.64,25.13,5.85
02-10-1994,18.89,98.96,1.71,91.41,24.75,6.83
03-10-1994,18.46,98.92,1.79,90.68,25.08,5.66
04-10-1994,13.06,98.99,2.03,89.14,25.12,26.73
05-10-1994,13.04,98.98,2.37,89.49,24.98,22.61
06-10-1994,17.46,98.92,2.94,89.28,25.34,65.13
07-10-1994,17.89,98.92,2.56,88.94,25.32,24.99
08-10-1994,21.29,98.98,1.38,85.8,25.77,1.57
09-10-1994,21.44,99.05,1.3,84.65,25.86,0.92
10-10-1994,17.71,99.25,1.12,86.71,25.47,10.36
11-10-1994,17.12,99.25,1.76,88.61,25.69,4.27
12-10-1994,18.19,99.28,2.32,91.21,25.03,30.81
13-10-1994,18.88,99.36,1.48,88.13,24.54,24.22
14-10-1994,22.58,99.4,1.08,84.39,25.02,12.52
15-10-1994,17.03,99.32,1.59,87.71,25.21,9.03
16-10-1994,19.18,99.11,1.87,87.52,25.52,4.04
17-10-1994,19.77,99.01,1.73,85.43,26.04,11.79
18-10-1994,21.44,99.1,1.44,81.21,25.72,2.28
19-10-1994,2.44,99.22,1.66,89.85,24.79,6.19
20-10-1994,16.67,99.26,1.55,88.63,25.09,10.26
21-10-1994,21.3,99.18,1.36,84.49,26.25,5.61
22-10-1994,18.66,99.18,1.79,84.7,26.9,4.54
23-10-1994,19.22,99.13,1.47,85.19,27.02,5.71
24-10-1994,4.2,99.1,1.29,91.76,25.41,10.63
25-10-1994,20.54,99.11,1.82,91.38,25.29,4.61
26-10-1994,18.11,99.09,1.48,91.54,25.77,4.17
27-10-1994,16.23,98.99,1.63,90.35,25.69,10.85
28-10-1994,4.66,98.99,2.02,89.45,25.66,8.07
29-10-1994,16.89,99.1,1.43,87.91,25.73,5.48
30-10-1994,18.09,99.14,1.39,88.53,25.64,14.82
31-10-1994,17.91,99.17,1.52,81.62,25.82,2.33
01-11-1994,19.65,99.27,1.41,84.18,25.59,16.04
02-11-1994,16.02,99.23,1.73,80.38,25.13,6.07
03-11-1994,16.89,99.19,1.86,85.13,25.75,3.42
04-11-1994,16.99,99.3,1.84,85.67,26.16,1.39
05-11-1994,20.34,99.23,0.88,80.53,26.56,0.99
06-11-1994,18.35,99.26,1.59,82.71,25.7,1.77
07-11-1994,18.79,99.27,1.46,78.74,25.87,0.59
08-11-1994,20.41,99.22,1.25,76.97,26.41,1.26
